"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Dieses Survey dient dazu die NLQ-Fragebögen zu digitalisieren. Bei Fragen wenden Sie sich bitte an ihren Auftraggeber! Möge die Arbeit schnell und entspannend von der Hand gehen!","Links unten befindet sich ein Schul-code (z.B. GSWF100). Trage diesen hier ein:","Auf dem Fragebogen ist unten links eine Zahl mit Kugelschreiber hinzugefügt worden (z.B. 1). Trage diese hier ein:","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [ich möchte mehr über Informatik und Technik lernen.]","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [Ich möchte später einen Beruf haben, der wenig mit Computern und Technik zu tun hat.]","Hier die Antwort zu Geschlecht übertragen."
"254","2019-06-20 11:10:52","1","en","2019-06-20 11:08:17","2019-06-20 11:10:52","10.18.9.56","","GSWF127","28","Ich habe die Frage wer hat das alles erfunden?","","","","","","","","","","","","","","","5","5","3","3","2","Mädchen"
"255","2019-06-20 11:12:16","1","en","2019-06-20 11:10:56","2019-06-20 11:12:16","10.18.9.56","","GSWF127","29","Wie viele Handys gibt es auf einer Welt?","Kann ein Computer alles?","Wie viele marken gibt es von Computern?","","","","","","","","","","","","","1","1","1","2","2","Mädchen"
"256","2019-06-20 11:13:44","1","en","2019-06-20 11:12:17","2019-06-20 11:13:44","10.18.9.56","","GSWF127","30","Wie wurden Computer erfunden?","Wie sah der erste Computer aus?","können blinde auch ins Internet?","","","","","","","","","","","","","5","5","5","4","1","Mädchen"
"257","2019-06-20 11:14:38","1","en","2019-06-20 11:13:45","2019-06-20 11:14:38","10.18.9.56","","GSWF127","31","Wer hat die Handy´s erfunden?","Wer hat die Technik erfunden?","Wie hieß der erste Roboter?","","","","","","","","","","","","","2","2","1","5","5","Mädchen"
"258","2019-06-20 11:15:38","1","en","2019-06-20 11:14:39","2019-06-20 11:15:38","10.18.9.56","","GSWF127","32","Wo er das internet hehr hat.","Wer hat die commputers erstelt hat.","Wer die Hadis erstelt hat.","","","","","","","","","","","","","1","2","5","5","2","Junge"
"259","","","en","2019-06-22 06:46:27","2019-06-22 06:46:27","93.216.28.105","","","","","","","","","","","","","","","","","","","","","","","",""
"260","2019-06-24 15:04:39","1","en","2019-06-24 15:02:04","2019-06-24 15:04:39","93.216.28.105","","GSWF105","b1","Ich hätte gerne gefragt: wie reagien Roboters?","","","","","","","","","","","","","","","2","1","3","3","2","Mädchen"
"261","2019-06-24 15:05:23","1","en","2019-06-24 15:04:43","2019-06-24 15:05:23","93.216.28.105","","GSWF105","b2","Wer hat die Erde gemacht","","","","","","","","","","","","","","","5","5","1","1","1","Junge"
"262","2019-06-24 15:05:52","1","en","2019-06-24 15:05:26","2019-06-24 15:05:52","93.216.28.105","","GSWF105","b3","","","","","","","","","","","","","","","","1","1","5","1","4","Mädchen"
"263","2019-06-24 15:06:37","1","en","2019-06-24 15:05:53","2019-06-24 15:06:37","93.216.28.105","","GSWF105","b4","Ab wann würden Sie ein Handy empfelen?","","","","","","","","","","","","","","","1","1","1","2","2","Junge"
"264","2019-06-24 15:07:35","1","en","2019-06-24 15:06:38","2019-06-24 15:07:35","93.216.28.105","","GSWF105","b5","Wird es in der Zukunft nur noch Technische erfindungen geben oder auch noch Sachen die es im diesen Jahr noch gibt?","","","","","","","","","","","","","","","1","1","2","5","5","Mädchen"
"265","2019-06-24 15:08:56","1","en","2019-06-24 15:07:38","2019-06-24 15:08:56","93.216.28.105","","GSWF105","b6","Was ist das Berümteste Handy?","Was ist das Berumteste Suchmaschine?","Aus was Besteht Strom?","","","","","","","","","","","","","2","5","1","1","3","Junge"
"266","2019-06-24 15:10:21","1","en","2019-06-24 15:08:58","2019-06-24 15:10:21","93.216.28.105","","GSWF105","b7","Wie die Tchnik vom Usb Stick auf den Laptoph, Computer erscheint wie das geht?","Wie ist die Funktion vom Stick?","Und wie funktioniert das Wlan Strom?","","","","","","","","","","","","","1","5","3","2","4","Mädchen"
"267","2019-06-24 15:11:46","1","en","2019-06-24 15:10:38","2019-06-24 15:11:46","93.216.28.105","","GSWF105","b8","Wie geht ein Roboter und brogamieren.","","","","","","","","","","","","","","","1","2","","","3","Junge"
"268","2019-06-24 15:12:28","1","en","2019-06-24 15:11:46","2019-06-24 15:12:28","93.216.28.105","","GSWF105","b9","Wer hat den erste PC erfunden?","Wie geht ein PC?","","","","","","","","","","","","","","2","1","1","1","4","Junge"
"269","2019-06-24 15:13:24","1","en","2019-06-24 15:12:29","2019-06-24 15:13:24","93.216.28.105","","GSWF105","b10","Kannst du Computer heken?","Kannst du 5 Sekunden ein Wort schreiben?","","","","","","","","","","","","","","1","5","1","1","1","Junge"
"270","2019-06-24 15:14:31","1","en","2019-06-24 15:13:27","2019-06-24 15:14:31","93.216.28.105","","GSWF105","b11","Wann gibt es Fortnite lite?","Wann gibt es das Hendy das 1m lang ist?","","","","","","","","","","","","","","1","2","1","4","1","Junge"
"271","2019-06-24 15:15:43","1","en","2019-06-24 15:14:35","2019-06-24 15:15:43","93.216.28.105","","GSWF105","b12","ich würde gerne ein guten Spieler haben für Fortneit Battel Royale.","","","","","","","","","","","","","","","2","3","","","","Mädchen"
"272","2019-06-24 15:16:19","1","en","2019-06-24 15:15:45","2019-06-24 15:16:19","93.216.28.105","","GSWF105","b13","Wo raus besteht ein Roboter?","","","","","","","","","","","","","","","1","5","1","5","1","Junge"
"273","2019-06-24 15:17:58","1","en","2019-06-24 15:16:20","2019-06-24 15:17:58","93.216.28.105","","GSWF105","b14","Wie man ungefelig inz interesst gehen","","","","","","","","","","","","","","","5","1","2","3","1","Mädchen"
"274","2019-06-24 15:19:28","1","en","2019-06-24 15:18:57","2019-06-24 15:19:28","93.216.28.105","","GSWF105","b15","hast du ein sicheren Bunker","","","","","","","","","","","","","","","1","1","1","1","5","Junge"
"275","2019-06-24 15:21:15","1","en","2019-06-24 15:19:29","2019-06-24 15:21:15","93.216.28.105","","GSWF105","b16","","","","","","","","","","","","","","","","1","5","2","5","5","Mädchen"
"276","2019-06-24 15:28:11","1","en","2019-06-24 15:21:18","2019-06-24 15:28:11","93.216.28.105","","GSWF105","b17","Wann haben sie ein Handy gegriegt.","Wissen sie alles über Strom.","Haben sie mal ein Computer reperriert oder gebaut.","","","","","","","","","","","","","1","2","3","1","5","Junge"
"277","2019-06-24 15:30:22","1","en","2019-06-24 15:28:26","2019-06-24 15:30:22","93.216.28.105","","GSWF105","b18","Ich würde fragen: Warum es so viele Kinder gibt die nur am Computer oder anderen Technischen dingen nicht mehr spielen wollen!","","","","","","","","","","","","","","","1","1","2","1","2","Mädchen"
"278","2019-06-24 15:31:04","1","en","2019-06-24 15:30:23","2019-06-24 15:31:04","93.216.28.105","","GSWF105","b19","Wie funkonirt ein Roboter?","Wie baut man einen Roboter?","","","","","","","","","","","","","","1","1","2","3","2","Mädchen"
"279","2019-06-24 15:32:59","1","en","2019-06-24 15:31:06","2019-06-24 15:32:59","93.216.28.105","","GSWF110","1","Wie ein Robotar aussehen kann und wwelch Roboter es gibt und geben wird!","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"280","2019-06-24 15:33:47","1","en","2019-06-24 15:33:01","2019-06-24 15:33:47","93.216.28.105","","GSWF110","2","Wie lange kanst du das Projekt haben.","Wie kanne in Roboter gebaut","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"281","2019-06-24 15:34:38","1","en","2019-06-24 15:33:50","2019-06-24 15:34:38","93.216.28.105","","GSWF110","3","Wie viele apps gibt es?","Wie viele leute haben W-lan?","","","","","","","","","","","","","","1","2","1","3","3","Junge"
"282","2019-06-24 15:35:51","1","en","2019-06-24 15:34:39","2019-06-24 15:35:51","93.216.28.105","","GSWF110","4","Wie viele Apps gibt es?","Wie viele Leute haben WLan?","Wie viele Spiele gibt es für die Schule?","","","","","","","","","","","","","1","1","1","2","4","Junge"
"283","2019-06-24 15:37:08","1","en","2019-06-24 15:35:54","2019-06-24 15:37:08","93.216.28.105","","GSWF110","5","1 oder merere fragen.","wie viele Leute benutzen Welan.","Danke für den Bogen.","","","","","","","","","","","","","1","2","5","","2","Junge"
"284","2019-06-24 15:37:38","1","en","2019-06-24 15:37:09","2019-06-24 15:37:38","93.216.28.105","","GSWF110","6","Was ist ein Roboter?","","","","","","","","","","","","","","","1","1","3","5","2","Junge"
"285","2019-06-24 15:38:20","1","en","2019-06-24 15:37:38","2019-06-24 15:38:20","93.216.28.105","","GSWF110","7","Wie viel haben WeLan?","Wer hat den Computer erfunden","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"286","2019-06-24 15:40:16","1","en","2019-06-24 15:38:21","2019-06-24 15:40:16","93.216.28.105","","GSWF110","8","wie kommt man mit so fielen programen zurecht kommt?","","","","","","","","","","","","","","","1","5","2","5","5","Junge"
"287","2019-06-24 15:59:32","1","en","2019-06-24 15:40:20","2019-06-24 15:59:32","93.216.28.105","","GSWF110","9","Wie baut man Roboter richtich.","","","","","","","","","","","","","","","1","1","3","5","5","Junge"
"288","2019-06-24 16:00:16","1","en","2019-06-24 15:59:37","2019-06-24 16:00:16","93.216.28.105","","GSWF110","10","Wie viele haben ein Handy","","","","","","","","","","","","","","","1","5","1","5","5","Junge"
"289","2019-06-24 16:01:31","1","en","2019-06-24 16:00:17","2019-06-24 16:01:31","93.216.28.105","","GSWF110","11","Wie groß ist Popo das Internet?","","","","","","","","","","","","","","","2","2","3","2","4","Junge"
"290","2019-06-24 16:02:02","1","en","2019-06-24 16:01:33","2019-06-24 16:02:02","93.216.28.105","","GSWF110","12","","","","","","","","","","","","","","","","2","3","5","3","2","Mädchen"
"291","2019-06-24 16:03:55","1","en","2019-06-24 16:02:06","2019-06-24 16:03:55","93.216.28.105","","GSWF110","13","Ich würde Fragen ob man eine verwönungs Maschiene erfinden kann.","","","","","","","","","","","","","","","3","3","5","4","4","Mädchen"
"292","2019-06-24 16:04:24","1","en","2019-06-24 16:03:57","2019-06-24 16:04:24","93.216.28.105","","GSWF110","14","","","","","","","","","","","","","","","","1","3","3","2","1","Mädchen"
"293","2019-06-24 16:05:06","1","en","2019-06-24 16:04:25","2019-06-24 16:05:06","93.216.28.105","","GSWF110","15","Ich würde fragen wie ein Roboteer funkzonirt.","","","","","","","","","","","","","","","4","3","3","","1","Mädchen"
"294","2019-06-24 16:06:21","1","en","2019-06-24 16:05:08","2019-06-24 16:06:21","93.216.28.105","","GSWF110","16","Ich werde sie fragen wie ein Roboter vungtsjoniert","was der aller für sachen und so was braucht","","","","","","","","","","","","","","2","3","4","4","3","keine Antwort"
"295","2019-06-24 16:08:25","1","en","2019-06-24 16:07:19","2019-06-24 16:08:25","93.216.28.105","","GSWF112","1","Wie baut man Robboter.","Wie kann man Spiele erfinden.","Wie kann man Paswort heken.","","","","","","","","","","","","","3","3","4","4","1","Mädchen"
"296","2019-06-24 16:09:01","1","en","2019-06-24 16:08:26","2019-06-24 16:09:01","93.216.28.105","","GSWF112","2","Wie kann man WLan hecken","","","","","","","","","","","","","","","1","3","3","3","1","keine Antwort"
"297","2019-06-24 16:09:32","1","en","2019-06-24 16:09:02","2019-06-24 16:09:32","93.216.28.105","","GSWF112","3","","","","","","","","","","","","","","","","1","2","1","1","4","Junge"
"298","2019-06-24 16:10:30","1","en","2019-06-24 16:09:34","2019-06-24 16:10:30","93.216.28.105","","GSWF112","4","Wie kann mann kostenlos Fortnite V-bucks bekommen.","Und Skin bekommen.","","","","","","","","","","","","","","3","2","1","4","1","Junge"
"299","2019-06-24 16:11:25","1","en","2019-06-24 16:10:31","2019-06-24 16:11:25","93.216.28.105","","GSWF112","5","Wie kann mann Kostenlos Fortnite V-Bucks bekommen.","Wie fiele Handys gibt es.","","","","","","","","","","","","","","3","2","2","4","1","Junge"
"300","2019-06-24 16:12:26","1","en","2019-06-24 16:11:26","2019-06-24 16:12:26","93.216.28.105","","GSWF112","6","In meinem Fernsehen fungsünirt you tub nich wie bekommt man in zurück?","","","","","","","","","","","","","","","3","5","4","4","1","Mädchen"
"301","2019-06-24 16:13:13","1","en","2019-06-24 16:12:27","2019-06-24 16:13:13","93.216.28.105","","GSWF112","7","Wie kann mann eine App z.b you tub wieder zurück holen wenn mann sie gelöscht hat.","","","","","","","","","","","","","","","3","5","4","3","5","Mädchen"
"302","2019-06-24 16:14:24","1","en","2019-06-24 16:13:16","2019-06-24 16:14:24","93.216.28.105","","GSWF112","8","Wie kommt die Überwachrun zu Polizei.","Wie kann ich meinen Bruder heken.","Wie sicher ist die Polizei.","","","","","","","","","","","","","1","1","1","1","4","Junge"
"303","2019-06-24 16:15:43","1","en","2019-06-24 16:14:26","2019-06-24 16:15:43","93.216.28.105","","GSWF112","9","Sagt you tube immer die Warheit?","Wie kann man das WLAN Hecken?","Wie kann mann die Bank Hecken?","","","","","","","","","","","","","","","2","1","","Mädchen"
"304","2019-06-24 16:16:20","1","en","2019-06-24 16:15:45","2019-06-24 16:16:20","93.216.28.105","","GSWF112","10","Wie kann man Bank Hecken?","","","","","","","","","","","","","","","1","5","2","2","3","Junge"
"305","2019-06-24 16:17:09","1","en","2019-06-24 16:16:21","2019-06-24 16:17:09","93.216.28.105","","GSWF112","11","Wie man jutuber werdän kan.","Wie stelt man widio spiele her.","","","","","","","","","","","","","","2","3","1","5","5","Junge"
"306","2019-06-24 16:18:15","1","en","2019-06-24 16:17:11","2019-06-24 16:18:15","93.216.28.105","","GSWF112","12","Wie baut man Roboter, Handys, Computer.","Wie kan man beseres WALAN bekommen?","Wie kan man Serien auf dem Computer kucken?","","","","","","","","","","","","","1","2","3","5","3","Mädchen"
"307","2019-06-24 16:19:10","1","en","2019-06-24 16:18:17","2019-06-24 16:19:10","93.216.28.105","","GSWF112","13","Wie man alle Spiele Hekt die auch in Onlein sind.","Wie heckt man WLan.","","","","","","","","","","","","","","1","2","2","1","3","Junge"
"308","2019-06-24 16:20:13","1","en","2019-06-24 16:19:40","2019-06-24 16:20:13","93.216.28.105","","GSWF112","14","","","","","","","","","","","","","","","","2","3","2","1","3","Junge"
"309","2019-06-24 16:20:55","1","en","2019-06-24 16:20:18","2019-06-24 16:20:55","93.216.28.105","","GSWF112","15","Wie kann ich WLAN von einen anderen nach barn benutzen?","","","","","","","","","","","","","","","1","1","3","1","3","Junge"
"310","2019-06-24 16:22:06","1","en","2019-06-24 16:20:56","2019-06-24 16:22:06","93.216.28.105","","GSWF112","16","Wie baut man Robotar?","Wie kan man ein eigenes spiel erfinden?","Wie häckt man Welan?","Was ist bravo lotto?","","","","","","","","","","","","4","3","3","3","","Mädchen"
"311","2019-06-24 16:23:09","1","en","2019-06-24 16:22:07","2019-06-24 16:23:09","93.216.28.105","","GSWF112","17","Wer hat das Yudube raußgehbracht.","Wer hat das Wlan raußgehbracht.","","","","","","","","","","","","","","3","3","2","3","","Mädchen"
"312","2019-06-24 16:24:33","1","en","2019-06-24 16:23:10","2019-06-24 16:24:33","93.216.28.105","","GSWF112","18","Wer hat das Handy erfunden?","Wie kann man sein WLAN Schützen?","Was kann ich machen wenn Das Handy anbekommen wen es nicht an geht aber du hast es gerade aufgeladen habe?","","","","","","","","","","","","","5","3","3","3","2","Mädchen"
"313","2019-06-24 16:25:35","1","en","2019-06-24 16:24:35","2019-06-24 16:25:35","93.216.28.105","","GSWF112","19","Wer hat das Handy erfunden?","Wie kann man sein WLAN schützen?","Was kann man machen wen das WLAN ausgeht?","Wer hat den Farbfehrnseher erfunden?","","","","","","","","","","","","2","3","3","4","1","Mädchen"
"314","2019-06-24 16:27:05","1","en","2019-06-24 16:26:19","2019-06-24 16:27:05","93.216.28.105","","GSWF105","1","Wie funktioniert ein Handy.","Wie sied ein Fernseher von innen aus.","","","","","","","","","","","","","","3","3","3","3","1","Mädchen"
"315","2019-06-24 16:27:51","1","en","2019-06-24 16:27:06","2019-06-24 16:27:51","93.216.28.105","","GSWF105","2","Wie sieht es im inneren eines Computers aus?","Wieso hat ein Computer nur die Zahlen 0 und 1?","","","","","","","","","","","","","","1","1","1","3","2","Mädchen"
"316","2019-06-24 16:32:35","1","en","2019-06-24 16:31:46","2019-06-24 16:32:35","93.216.28.105","","GSWF105","3","Wie macht man ein Leptop oder einen Handy?","Ist die arbeit schwer?","magst du die arbeit?","","","","","","","","","","","","","1","5","5","5","1","Mädchen"
"317","2019-06-24 16:33:28","1","en","2019-06-24 16:32:36","2019-06-24 16:33:28","93.216.28.105","","GSWF105","4","Wie heißt du?","Wie alt bist du?","Woher kommst du?","Welches Geschlecht?","Hast du Haustiere?","","","","","","","","","","","5","4","1","1","4","Mädchen"
"318","2019-06-24 16:34:02","1","en","2019-06-24 16:33:29","2019-06-24 16:34:02","93.216.28.105","","GSWF105","5","Was soll ich machen wen mich jemand Hackt?","","","","","","","","","","","","","","","1","1","1","2","4","anderes Geschlecht"
"319","2019-06-24 16:34:43","1","en","2019-06-24 16:34:03","2019-06-24 16:34:43","93.216.28.105","","GSWF105","6","Was sollte ich machen wenn ein Hacker in mein Computer gehackt hat.","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"320","2019-06-24 16:35:11","1","en","2019-06-24 16:34:44","2019-06-24 16:35:11","93.216.28.105","","GSWF105","7","","","","","","","","","","","","","","","","3","4","3","4","4","Junge"
"321","2019-06-24 16:35:36","1","en","2019-06-24 16:35:12","2019-06-24 16:35:36","93.216.28.105","","GSWF105","8","","","","","","","","","","","","","","","","1","2","2","4","2","Junge"
"322","2019-06-24 16:35:57","1","en","2019-06-24 16:35:37","2019-06-24 16:35:57","93.216.28.105","","GSWF105","9","","","","","","","","","","","","","","","","1","1","2","1","3","Mädchen"
"323","2019-06-24 16:36:29","1","en","2019-06-24 16:35:59","2019-06-24 16:36:29","93.216.28.105","","GSWF105","10","","","","","","","","","","","","","","","","1","1","2","2","3","Junge"
"324","2019-06-24 16:36:57","1","en","2019-06-24 16:36:31","2019-06-24 16:36:57","93.216.28.105","","GSWF105","11","","","","","","","","","","","","","","","","1","1","4","3","1","Junge"
"325","2019-06-24 16:37:34","1","en","2019-06-24 16:36:58","2019-06-24 16:37:34","93.216.28.105","","GSWF105","12","Wiso ist der caliopi so klein?","","","","","","","","","","","","","","","1","3","1","1","4","Junge"
"326","2019-06-24 16:38:13","1","en","2019-06-24 16:37:35","2019-06-24 16:38:13","93.216.28.105","","GSWF105","13","Wie heißt du?","Woher kommst du?","Wie alt bist du?","Was ganz du so?","","","","","","","","","","","","","","","","","keine Antwort"
"327","2019-06-24 16:38:48","1","en","2019-06-24 16:38:14","2019-06-24 16:38:48","93.216.28.105","","GSWF105","14","Wie funkzniert alles?","","","","","","","","","","","","","","","1","2","1","3","2","Mädchen"
"328","2019-06-24 16:39:21","1","en","2019-06-24 16:38:49","2019-06-24 16:39:21","93.216.28.105","","GSWF105","15","Wie funktioniert es alles.","","","","","","","","","","","","","","","2","2","1","2","3","Junge"
"329","2019-06-24 16:40:10","1","en","2019-06-24 16:39:22","2019-06-24 16:40:10","93.216.28.105","","GSWF105","16","Wie vunckzunirt Internet?","Was solle man tuhn wenn jemand mein paswört kähnt?","","","","","","","","","","","","","","1","2","2","3","2","Mädchen"
"330","2019-06-24 16:40:45","1","en","2019-06-24 16:40:12","2019-06-24 16:40:45","93.216.28.105","","GSWF105","17","Braucht Man ein Handy?","","","","","","","","","","","","","","","3","5","3","5","1","Mädchen"
"331","2019-06-24 16:42:13","1","en","2019-06-24 16:40:46","2019-06-24 16:42:13","93.216.28.105","","GSWF105","18","kann ein mann mein Handy Häcken und meine Nummer reis finden und sieht alles was ich mache durch meine Handykamera","","","","","","","","","","","","","","","5","3","4","4","2","Mädchen"
"332","2019-06-24 16:43:15","1","en","2019-06-24 16:42:15","2019-06-24 16:43:15","93.216.28.105","","GSWF105","19","Wie lange sollten wir in unserem allter am Handy o Ferseher o Nintendo und so was sein?","Wie viele Technische Geräte haben?","","","","","","","","","","","","","","5","5","4","5","5","Mädchen"
"333","2019-06-24 16:44:17","1","en","2019-06-24 16:43:16","2019-06-24 16:44:17","93.216.28.105","","GSWF105","20","Wie wurde das Internet erfunden?","Was soll ich tuhen wenn ich einen wirus auf meinen Handy ist?","Wie lande sind sie schon Experte/in?","","","","","","","","","","","","","2","3","3","3","2","Mädchen"
"334","2019-06-24 16:44:49","1","en","2019-06-24 16:44:18","2019-06-24 16:44:49","93.216.28.105","","GSWF105","21","Wie gut kennst du dich im Internet aus?","","","","","","","","","","","","","","","2","2","3","5","2","Mädchen"
"335","2019-06-24 16:57:49","1","en","2019-06-24 16:44:51","2019-06-24 16:57:49","93.216.28.105","","GSWF120","b1","Wie baut man ein Roboter","","","","","","","","","","","","","","","1","2","3","3","2","Mädchen"
"336","2019-06-24 16:58:29","1","en","2019-06-24 16:57:50","2019-06-24 16:58:29","93.216.28.105","","GSWF120","b2","Wie fogzonirt das Internet.","","","","","","","","","","","","","","","1","5","2","4","2","Mädchen"
"337","2019-06-24 16:59:05","1","en","2019-06-24 16:58:30","2019-06-24 16:59:05","93.216.28.105","","GSWF120","b3","Wie man Computer baut","","","","","","","","","","","","","","","3","1","1","3","2","anderes Geschlecht"
"338","2019-06-24 17:01:29","1","en","2019-06-24 16:59:06","2019-06-24 17:01:29","93.216.28.105","","GSWF120","b4","Was sint Rönkenschdralen?","Wie get ein kopirrer?","Was Bringt eine glülampe zum leuchten?","Wie get ein 3 de drucker?","Wie bringt eine Wintrat den Schdrom?","Wie bringt eine Solaplate dein Schdrom?","","","","","","","","","","1","1","1","1","4","Junge"
"339","2019-06-24 17:02:30","1","en","2019-06-24 17:01:30","2019-06-24 17:02:30","93.216.28.105","","GSWF120","b5","Wie kann das Internet so schnell alle Sachen finde die an Eingibt.","Können Handys ohne Sim Karte arbeiten.","Wer ist schlauer Mensch oder Robater","","","","","","","","","","","","","3","3","2","4","1","Junge"
"340","2019-06-24 17:03:08","1","en","2019-06-24 17:02:31","2019-06-24 17:03:08","93.216.28.105","","GSWF120","b6","Könnte mann für alles Robetturprogramme machen?","","","","","","","","","","","","","","","1","1","1","1","1","Junge"
"341","2019-06-24 17:03:44","1","en","2019-06-24 17:03:09","2019-06-24 17:03:44","93.216.28.105","","GSWF120","b7","Wie file kosbare Teile halt ein Handy","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"342","2019-06-24 17:05:45","1","en","2019-06-24 17:03:45","2019-06-24 17:05:45","93.216.28.105","","GSWF120","b8","Wie kommt die Technik in die Handys?","Warum fällen Menschen Bäume um einen bestimmten Stoff für Handys zu kriegen?","Wann treten Wieren auf?","Warum muss mann ein Smartnoart mit dem Computer verbinden?","Wie wissen Handys wie das Wetter gerade ist?","Ist es schwer eine App änlich wie Siri herzustellen?","Seit wann gibt es Hany, Computer usw.?","","","","","","","","","2","2","1","2","3","Mädchen"
"343","2019-06-24 17:06:19","1","en","2019-06-24 17:05:46","2019-06-24 17:06:19","93.216.28.105","","GSWF120","b9","Wie lange dauert es einen Roboter zu bauen?","","","","","","","","","","","","","","","2","3","1","3","2","Junge"
"344","2019-06-24 17:06:55","1","en","2019-06-24 17:06:21","2019-06-24 17:06:55","93.216.28.105","","GSWF120","b10","Ab welchen Alter krigst du ein Handy?","","","","","","","","","","","","","","","1","2","2","3","","Junge"
"345","2019-06-24 17:08:54","1","en","2019-06-24 17:07:19","2019-06-24 17:08:54","93.216.28.105","","GSWF120","b11","Kan mann Aus Technik ein muleima mahen","Kan mann Aus Technik Hare mahen","","","","","","","","","","","","","","4","1","4","3","1","Mädchen"
